ts,symbol,timeframe,price,ema_fast_period,ema_slow_period,rsi_period,rsi_min,rsi_max,ema_fast,ema_slow,rsi,buy_signal
2026-02-23 11:30:00,ETH/USDC,15m,1912.48,20,50,14,45.0,65.0,1901.6505571216917,1900.8598399646364,62.29081132436734,False
2026-02-24 16:45:00,ETH/USDC,15m,1858.7,20,50,14,45.0,65.0,1838.4895007507569,1835.711837158413,68.33396894826564,False
2026-02-24 17:15:00,ETH/USDC,15m,1856.21,20,50,14,45.0,65.0,1842.105645738411,1837.4635067892018,64.3468088656025,False
2026-02-24 17:45:00,ETH/USDC,15m,1855.64,20,50,14,45.0,65.0,1844.356639696152,1838.769839257859,62.831531891307456,True
